,EPAREGION,"State,County",State,County,County_with_county_appended,Risk,Governance,Built Environment,Natural Environment,Society,CRSI
1746,6,"Arkansas,Phillips",Arkansas,Phillips,Phillips County,0.131,0.54,0.279,0.471,0.307,0.325
1747,6,"Arkansas,Pike",Arkansas,Pike,Pike County,0.144,0.444,0.367,0.469,0.471,3.462
1748,6,"Arkansas,Poinsett",Arkansas,Poinsett,Poinsett County,0.126,0.534,0.404,0.416,0.419,3.628
1749,6,"Arkansas,Polk",Arkansas,Polk,Polk County,0.323,0.295,0.372,0.516,0.54,1.903
1750,6,"Arkansas,Pope",Arkansas,Pope,Pope County,0.177,0.525,0.45,0.504,0.47,5.005
1751,6,"Arkansas,Prairie",Arkansas,Prairie,Prairie County,0.244,0.582,0.365,0.464,0.514,2.891
1752,6,"Arkansas,Pulaski",Arkansas,Pulaski,Pulaski County,0.88,0.556,0.726,0.374,0.536,1.667
1753,6,"Arkansas,Randolph",Arkansas,Randolph,Randolph County,0.144,0.457,0.375,0.39,0.5,2.754
1754,6,"Arkansas,Saline",Arkansas,Saline,Saline County,0.419,0.529,0.485,0.471,0.521,2.394
1755,6,"Arkansas,Scott",Arkansas,Scott,Scott County,0.151,0.498,0.349,0.584,0.511,5.743
1756,6,"Arkansas,Searcy",Arkansas,Searcy,Searcy County,0.249,0.427,0.338,0.373,0.356,-0.234
1757,6,"Arkansas,Sebastian",Arkansas,Sebastian,Sebastian County,0.353,0.53,0.457,0.451,0.452,2.111
1758,6,"Arkansas,Sevier",Arkansas,Sevier,Sevier County,0.263,0.192,0.341,0.48,0.326,-0.304
1759,6,"Arkansas,Sharp",Arkansas,Sharp,Sharp County,0.206,0.421,0.38,0.364,0.554,2.022
1760,6,"Arkansas,St. Francis",Arkansas,St. Francis,St. Francis County,0.135,0.546,0.378,0.473,0.479,4.871
1761,6,"Arkansas,Stone",Arkansas,Stone,Stone County,0.247,0.368,0.356,0.419,0.441,0.864
1762,6,"Arkansas,Union",Arkansas,Union,Union County,0.338,0.487,0.452,0.458,0.522,2.486
1763,6,"Arkansas,Van Buren",Arkansas,Van Buren,Van Buren County,0.331,0.458,0.4,0.387,0.458,1.133
1764,6,"Arkansas,Washington",Arkansas,Washington,Washington County,0.322,0.465,0.668,0.359,0.458,3.195
1765,6,"Arkansas,White",Arkansas,White,White County,0.292,0.532,0.515,0.427,0.463,2.957
1766,6,"Arkansas,Woodruff",Arkansas,Woodruff,Woodruff County,0.219,0.564,0.31,0.492,0.263,0.529
1767,6,"Arkansas,Yell",Arkansas,Yell,Yell County,0.179,0.535,0.414,0.556,0.423,4.672
1768,6,"Louisiana,Acadia",Louisiana,Acadia,Acadia County,0.271,0.539,0.493,0.496,0.48,3.746
1769,6,"Louisiana,Allen",Louisiana,Allen,Allen County,0.295,0.546,0.372,0.54,0.47,2.681
1770,6,"Louisiana,Ascension",Louisiana,Ascension,Ascension County,0.907,0.561,0.461,0.429,0.558,1.038
1771,6,"Louisiana,Assumption",Louisiana,Assumption,Assumption County,0.354,0.539,0.331,0.465,0.439,1.203
1772,6,"Louisiana,Avoyelles",Louisiana,Avoyelles,Avoyelles County,0.316,0.524,0.445,0.508,0.472,2.812
1773,6,"Louisiana,Beauregard",Louisiana,Beauregard,Beauregard County,0.261,0.53,0.442,0.482,0.448,2.955
1774,6,"Louisiana,Bienville",Louisiana,Bienville,Bienville County,0.259,0.541,0.356,0.445,0.408,1.483
1775,6,"Louisiana,Bossier",Louisiana,Bossier,Bossier County,0.477,0.567,0.446,0.459,0.474,1.706
1776,6,"Louisiana,Caddo",Louisiana,Caddo,Caddo County,0.611,0.54,0.686,0.442,0.532,2.455
1777,6,"Louisiana,Calcasieu",Louisiana,Calcasieu,Calcasieu County,0.467,0.527,0.77,0.465,0.557,3.89
1778,6,"Louisiana,Caldwell",Louisiana,Caldwell,Caldwell County,0.129,0.528,0.35,0.464,0.395,2.896
1779,6,"Louisiana,Cameron",Louisiana,Cameron,Cameron County,0.503,0.548,0.386,0.47,0.516,1.482
1780,6,"Louisiana,Catahoula",Louisiana,Catahoula,Catahoula County,0.149,0.526,0.267,0.496,0.318,0.527
1781,6,"Louisiana,Claiborne",Louisiana,Claiborne,Claiborne County,0.228,0.526,0.23,0.422,0.408,-0.096
1782,6,"Louisiana,Concordia",Louisiana,Concordia,Concordia County,0.16,0.526,0.342,0.523,0.374,2.853
1783,6,"Louisiana,De Soto",Louisiana,De Soto,De Soto County,0.183,0.56,0.468,0.459,0.475,4.72
1784,6,"Louisiana,East Baton Rouge",Louisiana,East Baton Rouge,East Baton Rouge County,0.666,0.496,0.589,0.354,0.588,1.637
1785,6,"Louisiana,East Carroll",Louisiana,East Carroll,East Carroll County,0.293,0.54,0.21,0.482,0.377,0.082
1786,6,"Louisiana,East Feliciana",Louisiana,East Feliciana,East Feliciana County,0.265,0.495,0.364,0.371,0.363,0.338
1787,6,"Louisiana,Evangeline",Louisiana,Evangeline,Evangeline County,0.257,0.522,0.359,0.48,0.421,1.878
1788,6,"Louisiana,Franklin",Louisiana,Franklin,Franklin County,0.125,0.525,0.348,0.462,0.504,4.653
1789,6,"Louisiana,Grant",Louisiana,Grant,Grant County,0.132,0.496,0.452,0.579,0.426,7.309
1790,6,"Louisiana,Iberia",Louisiana,Iberia,Iberia County,0.36,0.552,0.399,0.429,0.454,1.557
1791,6,"Louisiana,Iberville",Louisiana,Iberville,Iberville County,0.524,0.555,0.427,0.448,0.584,1.795
1792,6,"Louisiana,Jackson",Louisiana,Jackson,Jackson County,0.244,0.525,0.318,0.416,0.521,1.714
1793,6,"Louisiana,Jefferson",Louisiana,Jefferson,Jefferson County,0.314,0.554,0.403,0.485,0.477,2.416
1794,6,"Louisiana,Jefferson Davis",Louisiana,Jefferson Davis,Jefferson Davis County,0.626,0.582,0.483,0.371,0.578,1.463
1795,6,"Louisiana,La Salle",Louisiana,La Salle,La Salle County,0.156,0.523,0.392,0.472,0.487,4.394
1796,6,"Louisiana,Lafayette",Louisiana,Lafayette,Lafayette County,0.655,0.562,0.596,0.437,0.588,2.106
1797,6,"Louisiana,Lafourche",Louisiana,Lafourche,Lafourche County,0.442,0.574,0.521,0.397,0.484,2.012
1798,6,"Louisiana,Lincoln",Louisiana,Lincoln,Lincoln County,0.255,0.503,0.432,0.426,0.4,1.905
1799,6,"Louisiana,Livingston",Louisiana,Livingston,Livingston County,0.515,0.513,0.495,0.423,0.476,1.569
1800,6,"Louisiana,Madison",Louisiana,Madison,Madison County,0.224,0.515,0.265,0.573,0.494,2.679
1801,6,"Louisiana,Morehouse",Louisiana,Morehouse,Morehouse County,0.146,0.499,0.364,0.528,0.481,4.899
1802,6,"Louisiana,Natchitoches",Louisiana,Natchitoches,Natchitoches County,0.171,0.546,0.485,0.543,0.418,5.802
1803,6,"Louisiana,Orleans",Louisiana,Orleans,Orleans County,0.692,0.543,0.388,0.386,0.398,0.447
1804,6,"Louisiana,Ouachita",Louisiana,Ouachita,Ouachita County,0.406,0.528,0.551,0.443,0.535,2.794
1805,6,"Louisiana,Plaquemines",Louisiana,Plaquemines,Plaquemines County,0.338,0.568,0.532,0.368,0.486,2.502
1806,6,"Louisiana,Pointe Coupee",Louisiana,Pointe Coupee,Pointe Coupee County,0.352,0.547,0.434,0.465,0.537,2.562
1807,6,"Louisiana,Rapides",Louisiana,Rapides,Rapides County,0.313,0.515,0.717,0.507,0.559,5.652
1808,6,"Louisiana,Red River",Louisiana,Red River,Red River County,0.202,0.532,0.353,0.462,0.448,2.419
1809,6,"Louisiana,Richland",Louisiana,Richland,Richland County,0.129,0.541,0.315,0.483,0.574,5.411
1810,6,"Louisiana,Sabine",Louisiana,Sabine,Sabine County,0.119,0.541,0.42,0.408,0.43,4.255
1811,6,"Louisiana,St. Bernard",Louisiana,St. Bernard,St. Bernard County,0.321,0.598,0.45,0.33,0.519,1.954
1812,6,"Louisiana,St. Charles",Louisiana,St. Charles,St. Charles County,0.554,0.594,0.437,0.457,0.589,1.877
1813,6,"Louisiana,St. Helena",Louisiana,St. Helena,St. Helena County,0.206,0.419,0.29,0.43,0.443,0.583
1814,6,"Louisiana,St. James",Louisiana,St. James,St. James County,0.473,0.562,0.362,0.464,0.55,1.584
1815,6,"Louisiana,St. John the Baptist",Louisiana,St. John the Baptist,St. John the Baptist County,0.484,0.589,0.392,0.416,0.595,1.713
1816,6,"Louisiana,St. Landry",Louisiana,St. Landry,St. Landry County,0.261,0.527,0.547,0.481,0.51,4.49
1817,6,"Louisiana,St. Martin",Louisiana,St. Martin,St. Martin County,0.345,0.541,0.416,0.437,0.529,2.213
1818,6,"Louisiana,St. Mary",Louisiana,St. Mary,St. Mary County,0.351,0.557,0.501,0.453,0.541,3.047
1819,6,"Louisiana,St. Tammany",Louisiana,St. Tammany,St. Tammany County,0.698,0.363,0.597,0.423,0.518,1.45
1820,6,"Louisiana,Tangipahoa",Louisiana,Tangipahoa,Tangipahoa County,0.404,0.444,0.573,0.422,0.438,2.15
1821,6,"Louisiana,Tensas",Louisiana,Tensas,Tensas County,0.269,0.51,0.344,0.532,0.3,1.212
1822,6,"Louisiana,Terrebonne",Louisiana,Terrebonne,Terrebonne County,0.335,0.57,0.475,0.364,0.491,2.075
1823,6,"Louisiana,Union",Louisiana,Union,Union County,0.207,0.51,0.377,0.517,0.475,3.47
1824,6,"Louisiana,Vermilion",Louisiana,Vermilion,Vermilion County,0.35,0.555,0.5,0.467,0.443,2.584
1825,6,"Louisiana,Vernon",Louisiana,Vernon,Vernon County,0.215,0.578,0.498,0.538,0.412,4.829
1826,6,"Louisiana,Washington",Louisiana,Washington,Washington County,0.254,0.258,0.348,0.441,0.371,-0.009
1827,6,"Louisiana,Webster",Louisiana,Webster,Webster County,0.234,0.538,0.449,0.46,0.497,3.591
1828,6,"Louisiana,West Baton Rouge",Louisiana,West Baton Rouge,West Baton Rouge County,0.596,0.564,0.451,0.487,0.691,2.213
1829,6,"Louisiana,West Carroll",Louisiana,West Carroll,West Carroll County,0.113,0.565,0.328,0.495,0.367,3.342
1830,6,"Louisiana,West Feliciana",Louisiana,West Feliciana,West Feliciana County,0.314,0.549,0.37,0.409,0.49,1.608
1831,6,"Louisiana,Winn",Louisiana,Winn,Winn County,0.145,0.477,0.364,0.475,0.464,3.635
1832,6,"New Mexico,Bernalillo",New Mexico,Bernalillo,Bernalillo County,0.581,0.571,0.611,0.461,0.557,2.459
1833,6,"New Mexico,Catron",New Mexico,Catron,Catron County,0.179,0.535,0.394,0.576,0.504,5.553
1834,6,"New Mexico,Chaves",New Mexico,Chaves,Chaves County,0.283,0.584,0.554,0.465,0.511,4.26
1835,6,"New Mexico,Cibola",New Mexico,Cibola,Cibola County,0.1,0.578,0.429,0.534,0.454,9.271
1836,6,"New Mexico,Colfax",New Mexico,Colfax,Colfax County,0.155,0.598,0.463,0.465,0.553,6.846
1837,6,"New Mexico,Curry",New Mexico,Curry,Curry County,0.19,0.576,0.482,0.293,0.528,3.26
1838,6,"New Mexico,De Baca",New Mexico,De Baca,De Baca County,0.132,0.625,0.258,0.427,0.583,3.844
1839,6,"New Mexico,Doña Ana",New Mexico,Doña Ana,Doña Ana County,0.175,0.56,0.736,0.635,0.497,11.766
1840,6,"New Mexico,Eddy",New Mexico,Eddy,Eddy County,0.204,0.582,0.54,0.645,0.49,7.677
1841,6,"New Mexico,Grant",New Mexico,Grant,Grant County,0.114,0.57,0.53,0.535,0.646,13.803
1842,6,"New Mexico,Guadalupe",New Mexico,Guadalupe,Guadalupe County,0.104,0.608,0.33,0.341,0.585,4.574
1843,6,"New Mexico,Harding",New Mexico,Harding,Harding County,0.087,0.715,0.206,0.372,0.299,-2.708
1844,6,"New Mexico,Hidalgo",New Mexico,Hidalgo,Hidalgo County,0.099,0.533,0.298,0.567,0.336,3.866
1845,6,"New Mexico,Lea",New Mexico,Lea,Lea County,0.18,0.548,0.57,0.49,0.469,6.629
1846,6,"New Mexico,Lincoln",New Mexico,Lincoln,Lincoln County,0.248,0.557,0.576,0.502,0.603,6.103
1847,6,"New Mexico,Los Alamos",New Mexico,Los Alamos,Los Alamos County,0.365,0.523,0.256,0.557,0.596,2.041
1848,6,"New Mexico,Luna",New Mexico,Luna,Luna County,0.077,0.547,0.472,0.617,0.349,13.043
1849,6,"New Mexico,McKinley",New Mexico,McKinley,McKinley County,0.095,0.629,0.624,0.607,0.469,18.046
1850,6,"New Mexico,Mora",New Mexico,Mora,Mora County,0.118,0.531,0.329,0.31,0.411,-0.183
1851,6,"New Mexico,Otero",New Mexico,Otero,Otero County,0.11,0.517,0.601,0.659,0.438,14.514
1852,6,"New Mexico,Quay",New Mexico,Quay,Quay County,0.116,0.57,0.412,0.392,0.608,7.141
1853,6,"New Mexico,Rio Arriba",New Mexico,Rio Arriba,Rio Arriba County,0.134,0.6,0.619,0.574,0.553,13.058
1854,6,"New Mexico,Roosevelt",New Mexico,Roosevelt,Roosevelt County,0.221,0.589,0.372,0.311,0.487,1.367
1855,6,"New Mexico,San Juan",New Mexico,San Juan,San Juan County,0.122,0.621,0.693,0.62,0.519,16.431
1856,6,"New Mexico,San Miguel",New Mexico,San Miguel,San Miguel County,0.13,0.571,0.467,0.423,0.435,5.45
1857,6,"New Mexico,Sandoval",New Mexico,Sandoval,Sandoval County,0.147,0.643,0.642,0.544,0.51,11.526
1858,6,"New Mexico,Santa Fe",New Mexico,Santa Fe,Santa Fe County,0.157,0.602,0.592,0.517,0.629,10.747
1859,6,"New Mexico,Sierra",New Mexico,Sierra,Sierra County,0.087,0.566,0.36,0.762,0.484,15.566
1860,6,"New Mexico,Socorro",New Mexico,Socorro,Socorro County,0.249,0.537,0.446,0.589,0.398,3.834
1861,6,"New Mexico,Taos",New Mexico,Taos,Taos County,0.106,0.599,0.545,0.443,0.562,11.73
1862,6,"New Mexico,Torrance",New Mexico,Torrance,Torrance County,0.102,0.593,0.43,0.411,0.516,7.476
1863,6,"New Mexico,Union",New Mexico,Union,Union County,0.145,0.639,0.234,0.398,0.592,2.799
1864,6,"New Mexico,Valencia",New Mexico,Valencia,Valencia County,0.164,0.594,0.507,0.534,0.49,7.405
1865,6,"Oklahoma,Adair",Oklahoma,Adair,Adair County,0.152,0.54,0.328,0.396,0.322,0.135
1866,6,"Oklahoma,Alfalfa",Oklahoma,Alfalfa,Alfalfa County,0.257,0.684,0.188,0.303,0.736,1.459
1867,6,"Oklahoma,Atoka",Oklahoma,Atoka,Atoka County,0.252,0.651,0.377,0.4,0.416,1.801
1868,6,"Oklahoma,Beaver",Oklahoma,Beaver,Beaver County,0.347,0.658,0.353,0.438,0.597,2.448
1869,6,"Oklahoma,Beckham",Oklahoma,Beckham,Beckham County,0.18,0.581,0.437,0.326,0.674,4.831
1870,6,"Oklahoma,Blaine",Oklahoma,Blaine,Blaine County,0.361,0.627,0.277,0.407,0.659,1.831
1871,6,"Oklahoma,Bryan",Oklahoma,Bryan,Bryan County,0.192,0.56,0.464,0.469,0.495,4.809
1872,6,"Oklahoma,Caddo",Oklahoma,Caddo,Caddo County,0.268,0.678,0.489,0.428,0.519,3.945
1873,6,"Oklahoma,Canadian",Oklahoma,Canadian,Canadian County,0.497,0.627,0.511,0.395,0.577,2.201
1874,6,"Oklahoma,Carter",Oklahoma,Carter,Carter County,0.25,0.593,0.423,0.38,0.559,3.015
1875,6,"Oklahoma,Cherokee",Oklahoma,Cherokee,Cherokee County,0.189,0.491,0.423,0.489,0.39,3.096
1876,6,"Oklahoma,Choctaw",Oklahoma,Choctaw,Choctaw County,0.135,0.591,0.417,0.516,0.439,6.151
1877,6,"Oklahoma,Cimarron",Oklahoma,Cimarron,Cimarron County,0.269,0.591,0.273,0.45,0.595,2.196
1878,6,"Oklahoma,Cleveland",Oklahoma,Cleveland,Cleveland County,0.889,0.606,0.388,0.389,0.493,0.633
1879,6,"Oklahoma,Coal",Oklahoma,Coal,Coal County,0.318,0.629,0.226,0.428,0.443,0.488
1880,6,"Oklahoma,Comanche",Oklahoma,Comanche,Comanche County,0.312,0.613,0.538,0.354,0.462,2.637
1881,6,"Oklahoma,Cotton",Oklahoma,Cotton,Cotton County,0.188,0.65,0.271,0.391,0.422,0.862
1882,6,"Oklahoma,Craig",Oklahoma,Craig,Craig County,0.15,0.624,0.369,0.529,0.619,7.523
1883,6,"Oklahoma,Creek",Oklahoma,Creek,Creek County,0.273,0.636,0.473,0.375,0.502,2.944
1884,6,"Oklahoma,Custer",Oklahoma,Custer,Custer County,0.212,0.62,0.449,0.412,0.691,5.594
1885,6,"Oklahoma,Delaware",Oklahoma,Delaware,Delaware County,0.257,0.53,0.459,0.381,0.407,1.9
1886,6,"Oklahoma,Dewey",Oklahoma,Dewey,Dewey County,0.269,0.687,0.429,0.358,0.569,3.081
1887,6,"Oklahoma,Ellis",Oklahoma,Ellis,Ellis County,0.288,0.688,0.346,0.409,0.634,2.992
1888,6,"Oklahoma,Garfield",Oklahoma,Garfield,Garfield County,0.161,0.594,0.469,0.389,0.557,5.549
1889,6,"Oklahoma,Garvin",Oklahoma,Garvin,Garvin County,0.168,0.655,0.408,0.342,0.49,3.253
1890,6,"Oklahoma,Grady",Oklahoma,Grady,Grady County,0.247,0.646,0.464,0.357,0.578,3.617
1891,6,"Oklahoma,Grant",Oklahoma,Grant,Grant County,0.302,0.689,0.32,0.353,0.693,2.553
1892,6,"Oklahoma,Greer",Oklahoma,Greer,Greer County,0.199,0.566,0.169,0.378,0.606,0.666
1893,6,"Oklahoma,Harmon",Oklahoma,Harmon,Harmon County,0.256,0.617,0.077,0.303,0.325,-3.104
1894,6,"Oklahoma,Harper",Oklahoma,Harper,Harper County,0.287,0.612,0.341,0.415,0.696,3.157
1895,6,"Oklahoma,Haskell",Oklahoma,Haskell,Haskell County,0.168,0.599,0.312,0.401,0.466,1.986
1896,6,"Oklahoma,Hughes",Oklahoma,Hughes,Hughes County,0.2,0.62,0.288,0.344,0.474,0.825
1897,6,"Oklahoma,Jackson",Oklahoma,Jackson,Jackson County,0.346,0.579,0.38,0.398,0.472,1.435
1898,6,"Oklahoma,Jefferson",Oklahoma,Jefferson,Jefferson County,0.209,0.705,0.216,0.426,0.486,1.345
1899,6,"Oklahoma,Johnston",Oklahoma,Johnston,Johnston County,0.221,0.627,0.331,0.43,0.383,1.453
1900,6,"Oklahoma,Kay",Oklahoma,Kay,Kay County,0.179,0.659,0.437,0.458,0.555,5.8
1901,6,"Oklahoma,Kingfisher",Oklahoma,Kingfisher,Kingfisher County,0.201,0.63,0.359,0.393,0.706,4.673
1902,6,"Oklahoma,Kiowa",Oklahoma,Kiowa,Kiowa County,0.279,0.611,0.32,0.386,0.711,2.893
1903,6,"Oklahoma,Latimer",Oklahoma,Latimer,Latimer County,0.191,0.549,0.319,0.42,0.47,1.861
1904,6,"Oklahoma,Le Flore",Oklahoma,Le Flore,Le Flore County,0.236,0.414,0.548,0.533,0.393,4.056
1905,6,"Oklahoma,Lincoln",Oklahoma,Lincoln,Lincoln County,0.206,0.676,0.402,0.372,0.632,4.372
1906,6,"Oklahoma,Logan",Oklahoma,Logan,Logan County,0.21,0.639,0.392,0.384,0.511,2.998
1907,6,"Oklahoma,Love",Oklahoma,Love,Love County,0.236,0.638,0.294,0.405,0.502,1.702
1908,6,"Oklahoma,Major",Oklahoma,Major,Major County,0.206,0.661,0.288,0.302,0.665,2.31
1909,6,"Oklahoma,Marshall",Oklahoma,Marshall,Marshall County,0.237,0.567,0.309,0.405,0.415,0.846
1910,6,"Oklahoma,Mayes",Oklahoma,Mayes,Mayes County,0.18,0.554,0.495,0.389,0.487,4.371
1911,6,"Oklahoma,McClain",Oklahoma,McClain,McClain County,0.24,0.648,0.433,0.363,0.639,3.965
1912,6,"Oklahoma,McCurtain",Oklahoma,McCurtain,McCurtain County,0.157,0.421,0.478,0.458,0.345,3.168
1913,6,"Oklahoma,McIntosh",Oklahoma,McIntosh,McIntosh County,0.171,0.576,0.376,0.434,0.439,2.983
1914,6,"Oklahoma,Murray",Oklahoma,Murray,Murray County,0.153,0.568,0.331,0.373,0.598,3.525
1915,6,"Oklahoma,Muskogee",Oklahoma,Muskogee,Muskogee County,0.201,0.547,0.497,0.474,0.529,5.356
1916,6,"Oklahoma,Noble",Oklahoma,Noble,Noble County,0.161,0.661,0.366,0.432,0.58,5.174
1917,6,"Oklahoma,Nowata",Oklahoma,Nowata,Nowata County,0.191,0.662,0.26,0.413,0.553,2.385
1918,6,"Oklahoma,Okfuskee",Oklahoma,Okfuskee,Okfuskee County,0.145,0.666,0.298,0.379,0.428,1.612
1919,6,"Oklahoma,Oklahoma",Oklahoma,Oklahoma,Oklahoma County,0.783,0.593,0.575,0.264,0.522,1.019
1920,6,"Oklahoma,Okmulgee",Oklahoma,Okmulgee,Okmulgee County,0.134,0.621,0.368,0.406,0.513,4.533
1921,6,"Oklahoma,Osage",Oklahoma,Osage,Osage County,0.177,0.628,0.503,0.644,0.501,8.696
1922,6,"Oklahoma,Ottawa",Oklahoma,Ottawa,Ottawa County,0.237,0.643,0.416,0.459,0.411,2.891
1923,6,"Oklahoma,Pawnee",Oklahoma,Pawnee,Pawnee County,0.126,0.673,0.346,0.431,0.516,5.302
1924,6,"Oklahoma,Payne",Oklahoma,Payne,Payne County,0.293,0.597,0.482,0.439,0.489,3.148
1925,6,"Oklahoma,Pittsburg",Oklahoma,Pittsburg,Pittsburg County,0.193,0.584,0.522,0.369,0.556,5.067
1926,6,"Oklahoma,Pontotoc",Oklahoma,Pontotoc,Pontotoc County,0.168,0.563,0.432,0.383,0.596,4.906
1927,6,"Oklahoma,Pottawatomie",Oklahoma,Pottawatomie,Pottawatomie County,0.194,0.631,0.392,0.364,0.489,2.728
1928,6,"Oklahoma,Pushmataha",Oklahoma,Pushmataha,Pushmataha County,0.139,0.535,0.389,0.41,0.412,2.786
1929,6,"Oklahoma,Roger Mills",Oklahoma,Roger Mills,Roger Mills County,0.3,0.686,0.354,0.303,0.649,2.168
1930,6,"Oklahoma,Rogers",Oklahoma,Rogers,Rogers County,0.291,0.626,0.501,0.496,0.545,4.302
1931,6,"Oklahoma,Seminole",Oklahoma,Seminole,Seminole County,0.18,0.693,0.272,0.344,0.511,1.483
1932,6,"Oklahoma,Sequoyah",Oklahoma,Sequoyah,Sequoyah County,0.156,0.516,0.439,0.414,0.414,3.319
1933,6,"Oklahoma,Stephens",Oklahoma,Stephens,Stephens County,0.157,0.607,0.376,0.336,0.521,2.919
1934,6,"Oklahoma,Texas",Oklahoma,Texas,Texas County,0.205,0.627,0.483,0.459,0.554,5.514
1935,6,"Oklahoma,Tillman",Oklahoma,Tillman,Tillman County,0.171,0.578,0.257,0.412,0.476,1.234
1936,6,"Oklahoma,Tulsa",Oklahoma,Tulsa,Tulsa County,0.832,0.584,0.628,0.301,0.486,1.143
1937,6,"Oklahoma,Wagoner",Oklahoma,Wagoner,Wagoner County,0.235,0.574,0.498,0.445,0.466,3.872
1938,6,"Oklahoma,Washington",Oklahoma,Washington,Washington County,0.223,0.6,0.32,0.371,0.561,2.094
1939,6,"Oklahoma,Washita",Oklahoma,Washita,Washita County,0.239,0.657,0.331,0.375,0.699,3.485
1940,6,"Oklahoma,Woods",Oklahoma,Woods,Woods County,0.173,0.612,0.347,0.342,0.625,3.513
1941,6,"Oklahoma,Woodward",Oklahoma,Woodward,Woodward County,0.147,0.599,0.484,0.351,0.672,7.311
1942,6,"Texas,Anderson",Texas,Anderson,Anderson County,0.138,0.538,0.475,0.461,0.412,5.416
1943,6,"Texas,Andrews",Texas,Andrews,Andrews County,0.108,0.53,0.339,0.352,0.349,-0.155
1944,6,"Texas,Angelina",Texas,Angelina,Angelina County,0.195,0.495,0.516,0.441,0.448,4.271
1945,6,"Texas,Aransas",Texas,Aransas,Aransas County,0.18,0.513,0.334,0.522,0.404,2.657
1946,6,"Texas,Archer",Texas,Archer,Archer County,0.123,0.622,0.431,0.361,0.603,6.837
1947,6,"Texas,Armstrong",Texas,Armstrong,Armstrong County,0.33,0.673,0.203,0.354,0.462,-0.028
1948,6,"Texas,Atascosa",Texas,Atascosa,Atascosa County,0.091,0.549,0.451,0.436,0.41,6.916
1949,6,"Texas,Austin",Texas,Austin,Austin County,0.111,0.543,0.42,0.379,0.535,5.813
1950,6,"Texas,Bailey",Texas,Bailey,Bailey County,0.236,0.535,0.241,0.367,0.405,-0.528
1951,6,"Texas,Bandera",Texas,Bandera,Bandera County,0.085,0.408,0.373,0.387,0.529,4.629
1952,6,"Texas,Bastrop",Texas,Bastrop,Bastrop County,0.291,0.549,0.524,0.293,0.465,1.977
1953,6,"Texas,Baylor",Texas,Baylor,Baylor County,0.135,0.494,0.134,0.403,0.44,-2.176
1954,6,"Texas,Bee",Texas,Bee,Bee County,0.102,0.557,0.351,0.484,0.413,4.832
1955,6,"Texas,Bell",Texas,Bell,Bell County,0.496,0.181,0.68,0.463,0.447,2.038
1956,6,"Texas,Bexar",Texas,Bexar,Bexar County,0.53,0.212,0.884,0.391,0.521,2.936
1957,6,"Texas,Blanco",Texas,Blanco,Blanco County,0.237,0.314,0.351,0.438,0.691,2.87
1958,6,"Texas,Borden",Texas,Borden,Borden County,0.139,0.672,0.133,0.396,0.386,-1.728
1959,6,"Texas,Bosque",Texas,Bosque,Bosque County,0.114,0.6,0.423,0.424,0.554,7.526
1960,6,"Texas,Bowie",Texas,Bowie,Bowie County,0.312,0.5,0.519,0.454,0.458,2.881
1961,6,"Texas,Brazoria",Texas,Brazoria,Brazoria County,0.602,0.588,0.776,0.549,0.524,3.385
1962,6,"Texas,Brazos",Texas,Brazos,Brazos County,0.323,0.52,0.531,0.357,0.426,2.011
1963,6,"Texas,Brewster",Texas,Brewster,Brewster County,0.151,0.543,0.36,0.511,0.59,6.093
1964,6,"Texas,Briscoe",Texas,Briscoe,Briscoe County,0.237,0.686,0.289,0.394,0.529,1.956
1965,6,"Texas,Brooks",Texas,Brooks,Brooks County,0.27,0.513,0.228,0.408,0.165,-2.036
1966,6,"Texas,Brown",Texas,Brown,Brown County,0.159,0.566,0.414,0.35,0.578,4.186
1967,6,"Texas,Burleson",Texas,Burleson,Burleson County,0.128,0.514,0.337,0.42,0.511,3.529
1968,6,"Texas,Burnet",Texas,Burnet,Burnet County,0.203,0.543,0.431,0.477,0.596,5.093
1969,6,"Texas,Caldwell",Texas,Caldwell,Caldwell County,0.138,0.429,0.403,0.312,0.509,1.942
1970,6,"Texas,Calhoun",Texas,Calhoun,Calhoun County,0.217,0.525,0.435,0.49,0.429,3.373
1971,6,"Texas,Callahan",Texas,Callahan,Callahan County,0.159,0.583,0.384,0.389,0.537,3.904
1972,6,"Texas,Cameron",Texas,Cameron,Cameron County,0.334,0.573,0.702,0.69,0.384,5.676
1973,6,"Texas,Camp",Texas,Camp,Camp County,0.278,0.522,0.244,0.362,0.467,-0.067
1974,6,"Texas,Carson",Texas,Carson,Carson County,0.468,0.647,0.38,0.426,0.635,2.038
1975,6,"Texas,Cass",Texas,Cass,Cass County,0.206,0.552,0.38,0.425,0.402,1.935
1976,6,"Texas,Castro",Texas,Castro,Castro County,0.203,0.556,0.233,0.533,0.324,0.604
1977,6,"Texas,Chambers",Texas,Chambers,Chambers County,0.571,0.58,0.511,0.5,0.44,1.811
1978,6,"Texas,Cherokee",Texas,Cherokee,Cherokee County,0.133,0.524,0.506,0.441,0.393,5.479
1979,6,"Texas,Childress",Texas,Childress,Childress County,0.198,0.557,0.239,0.356,0.481,0.072
1980,6,"Texas,Clay",Texas,Clay,Clay County,0.108,0.624,0.413,0.38,0.674,9.076
1981,6,"Texas,Cochran",Texas,Cochran,Cochran County,0.247,0.635,0.03,0.339,0.396,-2.725
1982,6,"Texas,Coke",Texas,Coke,Coke County,0.102,0.596,0.27,0.357,0.228,-3.508
